run_id,config_path,metrics_path,timestamp,loss_mean,loss_initial,loss_final,loss_drop,loss_drop_per_second,runtime_seconds,runtime,steps_per_second,images_per_second,runtime_per_epoch,loss_threshold,loss_threshold_steps,loss_threshold_time,spectral_calls,spectral_time_seconds,spectral_cpu_time_seconds,spectral_cuda_time_seconds,sampling_images_dir,eval_mse,eval_mae,eval_psnr,high_freq_psnr,eval_fid
piecewise_32x32_tiny,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_tiny/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_tiny/metrics/piecewise_32x32_tiny.json,2025-10-30T04:58:38.479881+00:00,0.9525650358200073,1.0142544507980347,0.887837827205658,0.1264166235923767,0.03352303095120439,3.7710380000062287,3.7710380000062287,13.258948862333769,424.2863635946806,3.7710380000062287,,,,,,,,,,,,,
piecewise_32x32_tiny_learnable,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_tiny_learnable/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_tiny_learnable/metrics/piecewise_32x32_tiny_learnable.json,2025-10-30T04:58:44.216819+00:00,0.9525650358200073,1.0142544507980347,0.887837827205658,0.1264166235923767,0.03333663146560143,3.7921235000249,3.7921235000249,13.185224584503034,421.9271867040971,3.7921235000249,,,,,,,,,,,,,
piecewise_32x32_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_spectral/metrics/piecewise_32x32_spectral.json,2025-10-30T04:59:46.989428+00:00,1.3694862031936645,2.8391008377075195,1.074273705482483,1.7648271322250366,0.02910657097635765,60.633289083023556,60.633289083023556,0.8246295188033809,26.388144601708188,60.633289083023556,,,,,,,,,,,,,
piecewise_32x32_spectral_deep,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_spectral_deep/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_spectral_deep/metrics/piecewise_32x32_spectral_deep.json,2025-10-30T05:01:53.265811+00:00,1.1085249590873718,2.2456061840057373,1.0054548978805542,1.240151286125183,0.010571421754757686,117.3116837919224,117.3116837919224,0.4262150059041501,13.638880188932804,117.3116837919224,,,,,,,,,,,,,
piecewise_32x32_unet_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_unet_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/piecewise_32x32_unet_spectral/metrics/piecewise_32x32_unet_spectral.json,2025-10-30T05:03:05.494707+00:00,1.3694862031936645,2.8391008377075195,1.074273705482483,1.7648271322250366,0.028485220520541286,61.95588799996767,61.95588799996767,0.807025798742907,25.824825559773025,61.95588799996767,,,,,,,,,,,,,
texture_32x32_tiny,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_tiny/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_tiny/metrics/texture_32x32_tiny.json,2025-10-30T05:03:17.637850+00:00,0.9472229313850403,1.0116904973983765,0.8786060214042664,0.1330844759941101,0.03418718308118036,3.892817834042944,3.892817834042944,12.84416639349182,411.01332459173824,3.892817834042944,,,,,,,,,,,,,
texture_32x32_tiny_learnable,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_tiny_learnable/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_tiny_learnable/metrics/texture_32x32_tiny_learnable.json,2025-10-30T05:03:23.467063+00:00,0.9472229313850403,1.0116904973983765,0.8786060214042664,0.1330844759941101,0.034493595370309375,3.858237292035483,3.858237292035483,12.959285864354289,414.69714765933725,3.858237292035483,,,,,,,,,,,,,
texture_32x32_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_spectral/metrics/texture_32x32_spectral.json,2025-10-30T05:04:26.528294+00:00,1.370200548171997,2.8296096324920654,1.0733789205551147,1.7562307119369507,0.028799739995898237,60.98078358301427,60.98078358301427,0.8199304282788376,26.2377737049228,60.98078358301427,,,,,,,,,,,,,
texture_32x32_spectral_deep,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_spectral_deep/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_spectral_deep/metrics/texture_32x32_spectral_deep.json,2025-10-30T05:06:31.713728+00:00,1.1085174202919006,2.245671033859253,1.0054583549499512,1.2402126789093018,0.010597487624637641,117.02893391693942,117.02893391693942,0.42724477038718645,13.671832652389966,117.02893391693942,,,,,,,,,,,,,
texture_32x32_unet_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_unet_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251029_215833/synthetic/runs/texture_32x32_unet_spectral/metrics/texture_32x32_unet_spectral.json,2025-10-30T05:07:42.448674+00:00,1.370200548171997,2.8296096324920654,1.0733789205551147,1.7562307119369507,0.029146108945806246,60.25609508296475,60.25609508296475,0.829791574298941,26.553330377566112,60.25609508296475,,,,,,,,,,,,,
