run_id,config_path,metrics_path,timestamp,loss_mean,loss_initial,loss_final,loss_drop,loss_drop_per_second,runtime_seconds,steps_per_second,images_per_second,runtime_per_epoch,loss_threshold,loss_threshold_steps,loss_threshold_time,spectral_calls,spectral_time_seconds,spectral_cpu_time_seconds,spectral_cuda_time_seconds,sampling_images_dir,eval_mse,eval_mae,eval_psnr,eval_fid,display_name,fit_k,fit_R2,fit_t_half
piecewise_32x32_tiny,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_tiny/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_tiny/metrics/piecewise_32x32_tiny.json,2025-10-26T14:02:04.417814+00:00,0.9525650358200072,1.014254450798035,0.887837827205658,0.1264166235923767,0.0396201857636013,3.1907125409925357,15.670480921620875,501.45538949186806,3.1907125409925357,,,,,,,,,,,,,piecewise_32x32_tiny,7.148525635738688e-06,0.9443697807031955,96963.6559872698
piecewise_32x32_tiny_learnable,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_tiny_learnable/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_tiny_learnable/metrics/piecewise_32x32_tiny_learnable.json,2025-10-26T14:02:09.245557+00:00,0.9525650358200072,1.014254450798035,0.887837827205658,0.1264166235923767,0.0399431459796845,3.1649140419904143,15.7982173722971,505.5429559135072,3.1649140419904143,,,,,,,,,,,,,piecewise_32x32_tiny_learnable,7.148525635738688e-06,0.9443697807031955,96963.6559872698
piecewise_32x32_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_spectral/metrics/piecewise_32x32_spectral.json,2025-10-26T14:02:50.715085+00:00,1.1459538054466247,3.151937484741211,0.5844905972480774,2.5674468874931335,0.0643800350921554,39.87955091695767,1.2537754024391206,40.12081287805186,39.87955091695767,,,,,,,,,,,,,piecewise_32x32_spectral,0.1037795235786233,0.9953695127645188,6.679036062781857
piecewise_32x32_spectral_deep,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_spectral_deep/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_spectral_deep/metrics/piecewise_32x32_spectral_deep.json,2025-10-26T14:04:34.751090+00:00,0.8749762809276581,2.3017637729644775,0.5285515785217285,1.773212194442749,0.0173993694647919,101.91243987495544,0.4906172402637893,15.699751688441255,101.91243987495544,,,,,,,,,,,,,piecewise_32x32_spectral_deep,0.1262816012793585,0.9865320616276988,5.488900786319408
piecewise_32x32_unet_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_unet_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/piecewise_32x32_unet_spectral/metrics/piecewise_32x32_unet_spectral.json,2025-10-26T14:05:14.036428+00:00,1.1459538054466247,3.151937484741211,0.5844905972480774,2.5674468874931335,0.0687399239185883,37.35015608300455,1.338682491416723,42.83783972533514,37.35015608300455,,,,,,,,,,,,,piecewise_32x32_unet_spectral,0.1037795235786233,0.9953695127645188,6.679036062781857
texture_32x32_tiny,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_tiny/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_tiny/metrics/texture_32x32_tiny.json,2025-10-26T14:05:18.866936+00:00,0.9472229313850404,1.0116904973983765,0.8786060214042664,0.1330844759941101,0.0418331597456388,3.1813154158880934,15.716769154762368,502.93661295239576,3.1813154158880934,,,,,,,,,,,,,texture_32x32_tiny,7.6222116643207405e-06,0.9511661007038232,90937.80271211028
texture_32x32_tiny_learnable,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_tiny_learnable/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_tiny_learnable/metrics/texture_32x32_tiny_learnable.json,2025-10-26T14:05:23.595218+00:00,0.9472229313850404,1.0116904973983765,0.8786060214042664,0.1330844759941101,0.042324919723752,3.1443527090596035,15.901523978508676,508.8487673122776,3.1443527090596035,,,,,,,,,,,,,texture_32x32_tiny_learnable,7.6222116643207405e-06,0.9511661007038232,90937.80271211028
texture_32x32_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_spectral/metrics/texture_32x32_spectral.json,2025-10-26T14:06:03.323927+00:00,1.0544513952732086,3.311487197875977,0.4710662364959717,2.840420961380005,0.0744598895067424,38.14699404197745,1.310719265192412,41.943016486157184,38.14699404197745,,,,,,,,,,,,,texture_32x32_spectral,0.113008537350524,0.9956103593873772,6.13358244262535
texture_32x32_spectral_deep,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_spectral_deep/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_spectral_deep/metrics/texture_32x32_spectral_deep.json,2025-10-26T14:07:46.381642+00:00,0.7913787496089936,2.301105499267578,0.4412027597427368,1.8599027395248413,0.0183424719734565,101.39869599998929,0.4931029882278297,15.779295623290553,101.39869599998929,,,,,,,,,,,,,texture_32x32_spectral_deep,0.1386154876309476,0.9851092586239166,5.000503135734678
texture_32x32_unet_spectral,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_unet_spectral/config.yaml,/Users/benschneider/gitrep/spectral-diffusion/results/full_report_32x32_20251026_070159/synthetic/runs/texture_32x32_unet_spectral/metrics/texture_32x32_unet_spectral.json,2025-10-26T14:08:32.455721+00:00,1.0544513952732086,3.311487197875977,0.4710662364959717,2.840420961380005,0.0646797723474476,43.915135417017154,1.1385596224445422,36.43390791822535,43.915135417017154,,,,,,,,,,,,,texture_32x32_unet_spectral,0.113008537350524,0.9956103593873772,6.13358244262535
